Club,Handle,Country,Region,League,Followers,(as of),Tweeted at…,Expressed some interest?,Address,Latitude,Longitude,,
Kidmore End CC,@KidmoreEnd_CC,UK,,TVCL,2576,5/6/2022,,,,,,,
Lisvane CC,@lisvanecc,UK,South Wales,SEWCL,1667,5/6/2022,,,,,,,
De La Salle CC,@dlsobcc,UK,Yorkshire,,2101,5/6/2022,,,,,,,
Stamford Town CC,@stamfordcricket,UK,Lincolnshire,CCA... Huntingdonshire County Cricket League... Rutland Cricket League… Burrough Evening League… GMCA,1554,5/6/2022,,,PE9 3AA,,,,
Cawthorne CC,@CawthorneCC,UK,Yorkshire,YCSPL… Barnsley & District Cricket League,3877,5/6/2022,,,S75 4HJ,,,,
Thongsbridge CC,@ThongsbridgeCC,UK,Yorkshire,Huddersfield Cricket League,3040,5/6/2022,,,HD9 7RY,,,,
Bolton Percy CC,@BoltonPercyCC,UK,,,635,5/6/2022,,,,,,,
Minchinhampton CC,@MinchCC,UK,Gloucestershire,,2202,5/6/2022,,,,,,,
St.Neot Taverners CC,@StNeotTaverners,UK,Cornwall,,1946,5/6/2022,,,,,,,
Shirrell Heath CC,@ShirrellHeathCC,UK,Hampshire,,200,5/6/2022,,,,,,,
Harlestone CC,@HarlestoneCC,UK,Northamptonshire,NCL,2944,5/6/2022,,,NN7 4EH,,,,
Keyworth CC,@keyworthcricket,UK,Nottinghamshire,EMWCL… South Notts League,2360,5/6/2022,,,NG12 5GE,,,,
Hatherley & Reddings CC,@hrcc1885,UK,Gloucestershire,,1001,5/6/2022,,,,,,,
Abergele CC,@AbergeleCC,UK,North Wales,North Wales leagues,3027,5/6/2022,,,,,,,
Woolpit CC,@WoolpitCC,UK,Suffolk,EAPL... Marshall Hatchick Two Counties Cricket Championship,1929,5/6/2022,,,IP30 9QP,,,,
Upper Rhondda CC,@upper_rhonddacc,UK,,,555,5/6/2022,,,,,,,
Thrumpton CC,@ThrumptonCC,UK,Nottinghamshire,South Notts League,1952,5/6/2022,,,NG11 0AX,,,,
Leeds Modernians CC,@leedsmodscc,UK,Yorkshire,Airedale & Wharfedale,2206,5/6/2022,,,,,,,
Shifnal CC,@ShifnalCC,UK,Shropshire,,3520,5/6/2022,,,,,,,
Eynsham CC,@eynshamcc,UK,Oxfordshire,Cherwell League,1163,5/6/2022,,,OX29 4LF,,,,
Springfield CC,@Springfield_CC,UK,Essex,T Rippon Mid Essex Cricket League… North Essex Cricket League… Hamro Foundation Essex League,739,5/6/2022,,,CM2 6AF,,,,
Ramsbottom Traders CC,@Rammytraders,UK,,,20558,5/6/2022,,,,,,,
Stockport CC,@StockportCC,UK,Cheshire,Cheshire County Cricket League,1504,5/6/2022,,,,,,,
Westbury on Severn CC,@WestburyOSCC,UK,,,535,5/6/2022,,,,,,,
Uxbridge CC,@UxbridgeCC,UK,Middlesex,CVL… TVCL,1599,5/6/2022,,,UB8 1NR,,,,
Ockham CC,@Ockhamcc,UK,,,946,5/9/2022,,,,,,,
Rochdale CC,@RochdaleCricket,UK,Lancashire,,3053,5/9/2022,,,,,,,
Bridgend Town CC,@BridgendTownCC,UK,South Wales,SWPL,2369,5/9/2022,,,,,,,
Tranent & Preston Village CC,@TPVcricket,UK,Scotland,,2603,5/9/2022,,,,,,,
Cockfosters CC,@cockfosterscc,UK,London,Herts League… North Herts Cricket League,735,5/9/2022,,,EN4 9HY,,,,
Ayr CC,@ayrcc,UK,Scotland,,2086,5/9/2022,,,,,,,
Middlewich CC,@MiddlewichCC,UK,Cheshire,,1323,5/9/2022,,,,,,,
Coddington and Winthorpe CC,@CodWinCC,UK,Nottinghamshire,South Notts League… Newark & District Evening League,1810,5/9/2022,,,NG24 2NU,,,,
Sulhamstead & Ufton CC,@SulhamsteadCC,UK,Berkshire,TVCL,353,5/9/2022,,,,,,,
Mildenhall CC,@MildenhallCrick,UK,Suffolk,EAPL... Marshall Hatchick Two Counties Cricket Championship,1647,5/9/2022,,,IP28 7JU,,,,
Maasai Cricket Warriors,@MaasaiCricket,Kenya,,,881,5/9/2022,,,,,,,
Queensbury CC,@QueensburyCC,UK,Yorkshire,HCL,926,5/9/2022,,,BD13 1JB,,,,
ELPM CC,@ELPMCC,UK,Manchester,GMCL,2696,5/9/2022,,,,,,,
Buxted Park CC,@BuxtedParkCC,UK,Sussex,Sussex Cricket League,526,5/9/2022,,,,,,,
Welwyn Garden City CC,@WelwynBees,UK,Hertfordshire,Herts League,1505,5/9/2022,,,AL8 7NQ,,,,
Allscott Heath CC,@AllscottHeathCC,UK,,,3068,5/9/2022,,,,,,,
Musselburgh CC,@MusselburghCC,UK,Scotland,,1207,5/9/2022,,,,,,,
Sessay CC,@SessayCC,UK,Yorkshire,YPL North,1614,5/9/2022,,,,,,,
West of Scotland CC,@WoSCC,UK,Scotland,WDCU Premier Reserve,1850,5/9/2022,,,,,,,
Old Mentonians CC,@OldMentoneCC,Australia,,,2681,5/9/2022,,,,,,,
West Whyalla CC,@westwhyallacc,Australia,,,1295,5/9/2022,,,,,,,
Malmesbury CC,@malmesburycrick,UK,Wiltshire,Wiltshire County League,1132,5/9/2022,,,,,,,
Grasshoppers CC,@GrasshoppersCC,UK,,,455,5/9/2022,,,,,,,
Eildon Park CC,@pantherpark89,Australia,,,893,5/9/2022,,,,,,,
Emley Clarence CC,@UpTheClarence,UK,Yorkshire,Huddersfield Cricket League,1241,5/9/2022,,,HD8 9RJ,,,,
Swanwick Hall CC,@swanwickhallcc,UK,Derbyshire,DCCL,813,5/9/2022,,,,,,,
Barnt Green CC,@BarntGreenCC,UK,Birmingham,Birmingham Premier League,2365,5/9/2022,,,,,,,
Oddballs CC,@OddballsCC,UK,Devon,,922,5/9/2022,,,,,,,
Clayton West CC,@CWCC_cricket,UK,Yorkshire,Huddersfield Cricket League,2278,5/9/2022,,,HD8 9PP,,,,
Pontypridd CC,@PontypriddCC,UK,,,1943,5/9/2022,,,,,,,
Sentinel CC,@sentinel_cc,UK,Shropshire,Shropshire Premier League,2289,5/9/2022,,,,,,,
Hagley CC,@Hagleycc,UK,Worcestershire,Worcestershire county league,3090,5/9/2022,,,,,,,
Gateshead Fell CC,@GatesheadFellCC,UK,,,2496,5/9/2022,,,,,,,
Hardingham CC,@hardinghamcc,UK,Norfolk,Norfolk Cricket League… MNSCL,1451,5/9/2022,,,NR9 4AE,,,,
Kowloon CC,@KCCCricket,China,Hong Kong,,962,5/9/2022,,,,,,,
Chenies & Latimer CC,@CheniesLatCC,UK,,TVCL,842,5/9/2022,,,,,,,
Dunstall CC,@DunstallCC,UK,,DCCL,1298,5/9/2022,,,,,,,
Illingworth St Mary's CC,@IllingworthCC,UK,Yorkshire,HCL,1712,5/9/2022,,,HX2 9EP,,,,
Brondesbury CC,@Brondesbury,UK,London,CVL,1077,5/9/2022,,,NW2 2EB,,,,
Bridgnorth CC,@BridgnorthCC,UK,,BDPCL… SCCL,3513,5/9/2022,,,,,,,
Frocester CC,@FrocesterCC,UK,Gloucestershire,,2080,5/9/2022,,,,,,,
Dresden CC,@CricketRcd,Germany,,,260,5/9/2022,,,,,,,
Bournville CC,@Bournville_CC,UK,Warwickshire,Warwickshire Cricket League,880,5/9/2022,,,,,,,
North Mymms CC,@NorthMymmsCC,UK,Hertfordshire,Herts League,1052,5/9/2022,,,AL9 7TR,,,,
Dundee High School Former Pupils CC,@DHSFPCC,UK,Scotland,,933,5/9/2022,,,,,,,
Panteg CC,@pantegcricket,UK,,Glamorgan and Monmouthshire League,1882,5/9/2022,,,,,,,
Stainsby Hall CC,@StainsbyHallCC,UK,Derbyshire,DCCL,2204,5/9/2022,,,,,,,
Ashtead CC,@AshteadCC,UK,Surrey,,2691,5/9/2022,,,,,,,
Darley Dale CC,@DarleyDaleCC,UK,Derbyshire,DCCL,1631,5/9/2022,,,,,,,
Sawbridgeworth CC,@SawboCricket,UK,Hertfordshire,Herts League… Herts & Essex Border League,2404,5/9/2022,,,CM21 9HJ,,,,
Meltham CC,@MelthamCricket,UK,Yorkshire,Huddersfield Cricket League,2178,5/10/2022,,,HD9 5QS,,,,
Tiddington CC,@TiddingtonCC,UK,Oxfordshire,Cherwell League,1812,5/10/2022,,,OX9 2NA,,,,
Elsecar CC,@ElsecarCC,UK,Yorkshire,YCSPL… Barnsley & District Cricket League,2371,5/10/2022,,,S74 8ES,,,,
Aberdeenshire CC,@AberdeenshireCC,UK,Scotland,,1782,5/10/2022,,,,,,,
Himley CC,@HimleyCC,UK,Worcestershire,,2249,5/10/2022,,,,,,,
Holmbridge CC,@HolmbridgeCC,UK,Yorkshire,Huddersfield Cricket League,3612,5/10/2022,,,HD9 2NQ,,,,
Kensington & Chelsea CC,@KC_CricketClub,UK,London,,2005,5/10/2022,,,,,,,
Skelmanthorpe CC,@SkelCC,UK,Yorkshire,Huddersfield Cricket League,2262,5/10/2022,,,HD8 9AQ,,,,
Armitage Bridge CC,@ArmyBridgeCC,UK,Yorkshire,Huddersfield Cricket League,3052,5/10/2022,,,HD4 7PB,,,,
Ynystawe CC,@ynystawe_ycc,UK,South Wales,SWPCL… SWCA,2173,5/10/2022,,,,,,,
Colchester RGS CC,@crgscc,UK,Essex,,625,5/10/2022,,,CO3 3ND,,,,
Hornsey CC,@HornseyClub,UK,Middlesex,Middlesex County League,2031,5/10/2022,,,,,,,
Aspley Guise CC,@AspleyGuiseCC,UK,Bedfordshire,Bedfordshire County Cricket League... FCCL... BMCL,1930,5/10/2022,,,MK17 8DX,,,,
Old CC,@OfficialOldCC,UK,Northamptonshire,NCL,2092,5/10/2022,,,NN6 9RQ,,,,
St Blazey CC,@StBlazeyCC,UK,Cornwall,Cornwall Cricket League,2075,5/10/2022,,,,,,,
Usk CC,@UskCC1857,UK,South Wales,SEWCL,2245,5/10/2022,,,,,,,
Kibworth CC,@KibworthCC,UK,Leicestershire,L&RCL... EMWCL,1602,5/10/2022,,,LE8 0HG,,,,
Kibworth CC Women,@KCC_Ladies,UK,Leicestershire,EMWCL,387,5/16/2022,,,,,,,
Raskelf CC,@RaskelfCC,UK,Yorkshire,Nidderdale League… Pilmoor League,566,5/10/2022,,,,,,,
Banstead CC,@Banstead_CC,UK,Surrey,Surrey Championship,3212,5/10/2022,,,,,,,
Mitford CC,@MitfordCC,UK,,West Tyne League… North East Midweek League,2007,5/10/2022,,,,,,,
Wimbledon Corinthians CC,@WimbledonCCC,UK,,,2243,5/10/2022,,,,,,,
Sandhurst CC,@SandhurstCC,UK,Berkshire,BCL,2529,5/10/2022,,,,,,,
Thirsk CC,@ThirskCC,UK,Yorkshire,,2801,5/10/2022,,,,,,,
Purnell CC,@purnellcc,UK,,,1644,5/10/2022,,,,,,,
Boyne Hill CC,@BoyneHillCC,UK,Berkshire,TVCL,1696,5/10/2022,,,,,,,
Davenham CC,@davenhamcc,UK,Cheshire,Cheshire County Cricket League,1258,5/10/2022,,,,,,,
Chorley CC,@ChorleyCC,UK,Lancashire,Northern Premier League,4342,5/10/2022,,,,,,,
Barry Wanderers CC,@bwcc1,UK,South Wales,SEWCL,976,5/10/2022,,,,,,,
Berlin CC,@berlincc,Germany,,,398,5/10/2022,,,,,,,
Leverstock Green CC,@LevyGreenCC,UK,Hertfordshire,Herts League,2280,5/10/2022,,,HP3 8LJ,,,,
Uddingston CC,@UddyCricket,UK,Scotland,Western Union,1554,5/10/2022,,,,,,,
Catherine de Barnes CC,@CatneyCricket,UK,Warwickshire,Warwickshire Cricket League,1072,5/10/2022,,,,,,,
South Woodford CC,@southshed,UK,Essex,Hamro Foundation Essex League,1588,5/10/2022,,,IG8 8JD,,,,
Huncote CC,@huncotecc,UK,Leicestershire,L&RCL,2099,5/10/2022,,,LE9 7TF,,,,
Hale Barns CC,@HaleBarnsCC,UK,,CCCL,1320,5/10/2022,,,,,,,
Lostock CC,@lostockcc,UK,,Bolton Cricket League,3861,5/10/2022,,,,,,,
North Crawley CC,@northcrawleycc,UK,Buckinghamshire,FCCL... BMCL,2273,5/10/2022,,,MK16 9LH,,,,
Buckley CC,@BuckleyCC,UK,North Wales,NWCL,4152,5/10/2022,,,,,,,
Kegworth Town CC,@KegworthTownCC,UK,Leicestershire,L&RCL,1046,5/10/2022,,,DE74 2FH,,,,
Horsforth CC,@HorsforthCC,UK,Yorkshire,Airedale & Wharfedale,2513,5/10/2022,,,,,,,
Holy Cross CC,@HXCricket,UK,,,1272,5/10/2022,,,,,,,
Hythe Dibden CC,@HytheDibdenCC,UK,Hampshire,Hants CL,848,5/10/2022,,,,,,,
Halstead CC,@HalsteadCC,UK,Essex,EAPL... Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,1248,5/10/2022,,,CO9 2RP,,,,
Woodmancote CC,@Cmonthecote,UK,,,545,5/10/2022,,,,,,,
Colchester & East Essex CC,@ColchesterEECC,UK,Essex,Hamro Foundation Essex League… North Essex Cricket League,1208,5/10/2022,,,CO1 1XN,,,,
Fair Oak CC,@FairOak_CC,UK,Hampshire,Hants CL,1217,5/10/2022,,,,,,,
Doncaster Town CC,@DoncasterTownCC,UK,Yorkshire,YCSPL… Barnsley & District Cricket League,1606,5/10/2022,,,DN2 6AA,,,,
Forfarshire CC,@the_forfs,UK,,Eastern Premiership,1473,5/10/2022,,,,,,,
Punjab CC Rotterdam,@Pccr91,Netherlands,,,317,5/10/2022,,,,,,,
Deal Victoria & Barns Close CC,@DealVicsCC,UK,Kent,KRCL,577,5/10/2022,,,,,,,
Headingley Bramhope CC,@headingleycc,UK,Yorkshire,,2282,5/10/2022,,,,,,,
Cuckfield CC,@CuckfieldCC,UK,,,1365,5/10/2022,,,,,,,
Eltham CC,@elthamcricket,UK,,,1034,5/10/2022,,,,,,,
Harrogate CC,@HarrogateCC,UK,Yorkshire,,3199,5/10/2022,,,,,,,
Corsham CC,@corshamcc,UK,Wiltshire,WEPL (Glocs/Wilts),1968,5/10/2022,,,,,,,
Kimbolton CC,@KimboltonCC,UK,Huntingdonshire,CCA... Rutland Cricket League,1663,5/10/2022,,,PE28 0HR,,,,
Countesthorpe CC,@CCC_Niffy,UK,Leicestershire,L&RCL... EMWCL,958,5/10/2022,,,LE8 5QF,,,,
Countesthorpe CC Women,@ccc_niffyladies,UK,Leicestershire,,206,5/16/2022,,,,,,,
Nostell St Oswald CC,@NostellstOcc,UK,Yorkshire,Pontefract & DCL,2435,5/10/2022,,,WF4 1QU,,,,
Kew CC,@KewCC,UK,,TVCL,1147,5/10/2022,,,,,,,
Walkovers CC,@walkovers,UK,Jersey,,612,5/10/2022,,,,,,,
Sherborne CC,@sherbornecc,UK,Dorset,Dorset Premier League,2957,5/10/2022,,,,,,,
Bollington CC,@BollyCC,UK,Cheshire,Cheshire County Cricket League,1472,5/10/2022,,,,,,,
Newton CC,@NewtonCC,UK,,Derbyshire & Cheshire Cricket League,1050,5/10/2022,,,,,,,
Highgate CLTC,@HighgateCLTC,UK,London,,2156,5/10/2022,,,,,,,
Penwortham CC,@PenworthamCC,UK,Lancashire,,2967,5/10/2022,,,,,,,
Lechlade CC,@LechladeCC,UK,Gloucestershire,WEPL (Glocs / Wilts),1414,5/10/2022,,,,,,,
Leamington CC,@Leamingtoncc,UK,Warwickshire,,2365,5/10/2022,,,,,,,
Matlock and Cromford Meadows CC,@MatlockCricket,UK,,EMWCL… DCCL,559,5/10/2022,,,,,,,
North Wheatley with Leverton CC,@NWLCC,UK,Nottinghamshire,Bassetlaw & District Cricket League... North Lindsey League,1261,5/10/2022,,,DN22 9DH,,,,
Whittlesey CC,@WhittleseyCC,UK,Huntingdonshire,Rutland Cricket League,2155,5/10/2022,,,PE7 1XB,,,,
Lullington Park CC,@lullingtonpark,UK,Derbyshire,DCCL,1754,5/10/2022,,,,,,,
Shipston on Stour CC,@Shipston_CC,UK,,Cotswold Hills League,1734,5/10/2022,,,,,,,
Eversholt CC,@EversholtCC,UK,Bedfordshire,Herts League… Bedfordshire County Cricket League,2562,5/10/2022,,,MK17 9DT,,,,
Wheathampstead CC,@wcc1824,UK,Hertfordshire,Herts League,1251,5/10/2022,,,AL4 8EY,,,,
Marchmont CC,@marchmontcc,UK,Scotland,East of Scotland league,1312,5/10/2022,,,,,,,
Shadwell CC,@Shadwell_CC,UK,Yorkshire,,975,5/10/2022,,,,,,,
Sandyford CC,@sandyfordcc,UK,Staffordshire,,1207,5/10/2022,,,,,,,
Leatherhead CC,@Leatherheadcc,UK,,,1290,5/10/2022,,,,,,,
Poulton CC,@PoultonCC,UK,Gloucestershire,,1223,5/10/2022,,,,,,,
Cossonay CC,@cossonaycricket,Switzerland,,,67,5/10/2022,,,,,,,
Ickenham CC,@IckenhamCricket,UK,Middlesex,TVCL… CVL,1703,5/10/2022,,,,,,,
Woodford CC,@WoodfordCC,UK,Cheshire,,2157,5/10/2022,,,,,,,
Westminster Park CC,@parkcricket,UK,Cheshire,,302,5/13/2022,,,,,,,
Ambergate CC,@AmbergateCC,UK,Derbyshire,DCCL,1224,5/13/2022,,,,,,,
Millhouses Works CC,@millhouseswkscc,UK,Yorkshire,YCSPL,2531,5/13/2022,,,S7 2QL,,,,
Wembdon CC,@wembdoncc,UK,Somerset,West of England Premier League (WEPL)… Somerset Cricket League… West Somerset League,3261,5/13/2022,,,,,,,
Walshaw CC,@WalshawCricket,UK,,Greater Manchester Cricket League,1555,5/13/2022,,,,,,,
Winchmore Hill Tigers CC,@WinchmoreTigers,UK,,,267,5/13/2022,,,,,,,
Bomere Heath CC,@BomereHeathCC,UK,,,2779,5/13/2022,,,,,,,
Eastwood CC,@Eastwood_CC,UK,Essex,T Rippon Mid Essex Cricket League,629,5/13/2022,,,SS9 4LR,,,,
Parkdale CC,@ParkdaleCC,Australia,,,2317,5/13/2022,,,,,,,
CTC de Flamingo's,@CTCdeFlamingos,Netherlands,,,404,5/13/2022,,,,,,,
VRA CC,@VRA_Cricket_AMS,Netherlands,,,665,5/13/2022,,,,,,,
Amderstam CC,@ACCAmsterdam,Netherlands,,,709,5/13/2022,,,,,,,
Rood en Wit CC,@RoodenWit1,Netherlands,,,393,5/13/2022,,,,,,,
Hyde CSC,@HydeCC_SC,UK,Cheshire,Cheshire Premier League,2761,5/13/2022,,,,,,,
Aston Ingham CC,@AstonInghamcric,UK,,,770,5/13/2022,,,,,,,
Market Rasen Town CC,@MarketRasenCC,UK,Lincolnshire,Lincs County League… West Wold Cricket League... Lincoln & District League,1571,5/13/2022,,,LN8 3HZ,,,,
Hethersett & Tas Valley CC,@htvcc,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL… Norfolk Over 40s Social League,2032,5/13/2022,,,NR15 1RJ,,,,
Whitchurch CC,@WhitchurchCC1,UK,Shropshire,SCCL,2219,5/13/2022,,,,,,,
Shropshire CCC,@shropshireccc,UK,Shropshire,,3510,5/13/2022,,,,,,,
Church & Oswaldtwistle CC,@ChurchCricket,UK,Lancashire,Lancashire League,2962,5/13/2022,,,,,,,
Sutton Bonington CC,@SBCricketClub,UK,Leicestershire,South Notts League,2349,5/13/2022,,,LE12 5PE,,,,
Little Hallingbury CC,@HallingburyCC,UK,Essex,Herts & Essex Border League,2022,5/13/2022,,,CM22 7QT,,,,
Crawley Eagles CC,@CrawleyEaglesCC,UK,Sussex,,1758,5/13/2022,,,,,,,
Holcombe and Blue Bell Hill CC,@HBBH_CC,UK,Kent,,1560,5/13/2022,,,,,,,
Chorleywood CC,@chorleywoodcc,UK,Hertfordshire,Herts League,927,5/13/2022,,,WD3 5SG,,,,
Botany Bay CC,@BotanyBayCC,UK,Hertfordshire,Herts League,1419,5/13/2022,,,EN2 8AS,,,,
Hampstead CC,@HampsteadCC,UK,London / Middlesex,Middlesex Premier League,1996,5/13/2022,,,,,,,
Hadleigh CC,@HadCC_Suffolk,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship,1478,5/13/2022,,,,,,,
Stoneywood Dyce CC,@StoneywoodDyce,UK,Scotland,,1391,5/13/2022,,,,,,,
Plymstock CC,@plymstockcc,UK,Devon,,737,5/13/2022,,,,,,,
Wanderers CC,@WanderersCC,Barbados,,,888,5/13/2022,,,,,,,
Acton Reynald CC,@The_ReynaldCC,UK,Shropshire,Shropshire League,528,5/13/2022,,,,,,,
Old Record Players CC,@orpcc,UK,Northumberland,,1692,5/13/2022,,,,,,,
Ajax CC,@AjaxCricket,Netherlands,,,478,5/13/2022,,,,,,,
Boroughmuir CC,@boroughmuircc,UK,Scotland,,977,5/13/2022,,,,,,,
Elstow CC,@elstowcc,UK,Bedfordshire,FCCL... Bedfordshire County Cricket League... BMCL,2105,5/13/2022,,,MK42 9YD,,,,
Dundalk CC,@DundalkCC,Ireland,Leinster,,1374,5/13/2022,,,,,,,
Terenure CC,@TerenureCC,Ireland,Dublin,,2130,5/13/2022,,,,,,,
Paddock CC,@PaddockCC,UK,Yorkshire,,1756,5/13/2022,,,,,,,
Gedling & Sherwood CC,@GedlingSherwood,UK,Nottinghamshire,Nottinghamshire Premier League... Bassetlaw & District Cricket League… South Notts League… NCCA,1152,5/13/2022,,,NG2 5AT,,,,
Hornchurch Athletic CC,@HACCCricket,UK,Essex,Hamro Foundation Essex League… T Rippon Mid Essex Cricket League,986,5/13/2022,,,RM11 1HA,,,,
Harrow CC,@harrowcc,UK,Middlesex,CVL,2323,5/13/2022,,,HA1 3PP,,,,
Malton & Old Malton CC,@maltoncricket,UK,Yorkshire,,1332,5/13/2022,,,,,,,
Colton CC,@coltoncricket,UK,Yorkshire,,1298,5/13/2022,,,,,,,
Alvaston & Boulton CC,@aandbcc,UK,Derbyshire,DCCL,443,5/13/2022,,,,,,,
Walnut Taverners CC,@WalnutTaverners,Ireland,Dublin,,193,5/13/2022,,,,,,,
Whetstone CC,@WhetstoneCC,UK,Leicestershire,L&RCL,3725,5/13/2022,,,LE8 6LW,,,,
Bentley Heath CC,@BentleyHeathCC,UK,Hertfordshire,Herts League,421,5/13/2022,,,EN5 4SA,,,,
Norton Lindsey CC,@NortonLindseyCC,UK,Warwickshire,,1174,5/13/2022,,,,,,,
Ealing CC,@EalingCricket,UK,Middlesex,,3165,5/13/2022,,,,,,,
Finchley CC,@finchleycricket,UK,London / Middlesex,Middlesex League… CVL,1416,5/13/2022,,,,,,,
Selsey CC,@selseycc,UK,Sussex,Sussex Cricket League,3541,5/13/2022,,,,,,,
Teddington CC,@TeddingtonCC,UK,London,,2241,5/13/2022,,,,,,,
Irthlingborough CC,@iborocc,UK,Northamptonshire,NCL,1630,5/13/2022,,,NN9 5RJ,,,,
Cresselly CC,@CressellyCC,UK,South Wales,Pembrokeshire League,1920,5/13/2022,,,,,,,
Yaxley CC,@YaxleyCC,UK,,,843,5/13/2022,,,,,,,
TABS CC,@tabscricket,UK,Yorkshire,,1513,5/13/2022,,,,,,,
Thornham CC,@thornhamcc,UK,Manchester,GMCL,1281,5/13/2022,,,,,,,
Astley & Tyldesley CC,@ginpitcc,UK,,GMCL,2773,5/13/2022,,,,,,,
Troon CC,@Trooncricket,UK,Cornwall,,2274,5/13/2022,,,,,,,
Hillhead CC,@hillheadcc,UK,Scotland,,1053,5/13/2022,,,,,,,
Barton Town CC,@BartonTownCC,UK,Lincolnshire,Lincs County League... North Lindsey League... East Lindsey Cricket League,1588,5/13/2022,,,DN18 5JD,,,,
Carmel & District CC,@CarmelCricket,UK,North Wales,,3795,5/13/2022,,,,,,,
Winton CC,@WintonCC,UK,Dorset,Hants CL,1099,5/13/2022,,,,,,,
Harrow St Mary's CC,@Harrow_St_Marys,UK,London,CVL,1822,5/13/2022,,,HA2 6NF,,,,
Swarkestone CC,@SwarkestoneCC,UK,Derbyshire,DCCL,1794,5/13/2022,,,,,,,
Melbourne Town CC,@Melbourne_Town,UK,Derbyshire,DCCL,3511,5/13/2022,,,,,,,
Waresley CC,@WaresleyCC,UK,Huntingdonshire,CCA... Huntingdonshire County Cricket League… Bedfordshire County Cricket League… Marshall Hatchick Two Counties Cricket Championship,1546,5/13/2022,,,SG19 3BX,,,,
Kensington CC,@thekensingtoncc,UK,London,,1222,5/13/2022,,,,,,,
Temple Grafton CC,@TempleGraftonCC,UK,Warwickshire,Cotswold Hills League,973,5/13/2022,,,,,,,
King's Road CSC,@KRCSC,UK,London,,2174,5/13/2022,,,,,,,
Burnham CC,@BurnhamCC,UK,Buckinghamshire,TVCL,776,5/13/2022,,,,,,,
Elmswell CC,@elmswellcricket,UK,Suffolk,,1505,5/13/2022,,,,,,,
Dunton Bassett CC,@DuntonBassettCC,UK,Leicestershire,L&RCL,585,5/13/2022,,,LE17 5LF,,,,
The Village CC,@villagecc,UK,London,,349,5/13/2022,,,,,,,
Fulmer CC,@FulmerCricket,UK,Buckinghamshire,Chilterns League,754,5/13/2022,,,,,,,
Newbold Verdon CC,@NVCC89,UK,Leicestershire,L&RCL,809,5/13/2022,,,LE9 9LB,,,,
Saxton CC,@SaxtonCC,UK,,,2403,5/13/2022,,,,,,,
Old Down CC,@odcc,UK,,Bristol & District league,2749,5/13/2022,,,,,,,
Knights CC,@KnightsCC,UK,,,2858,5/13/2022,,,,,,,
Grange CC,@GrangeCC,UK,Scotland,,2853,5/13/2022,,,,,,,
Sileby Town CC,@silebytown,UK,Leicestershire,L&RCL... EMWCL… GMCA,2244,5/13/2022,,,LE12 7NF,,,,
Loughborough Town CC,@LboroTownCC,UK,Leicestershire,L&RCL,1075,5/13/2022,,,LE11 2HH,,,,
Reigate Priory CC,@llama1stteam,UK,,,863,5/13/2022,,,,,,,
Ramsey CC,@RamseyCC,UK,Cambridgeshire,EAPL... CCA,2320,5/13/2022,,,PE26 1BG,,,,
Cardiff CC,@CardiffCC,UK,South Wales,,2687,5/13/2022,,,,,,,
Cheltenham CC,@CheltCricket,UK,,West of England Premier League… GCCL,2771,5/13/2022,,,,,,,
Rawtenstall CC,@Raw_10_stall,UK,,,1041,5/13/2022,,,,,,,
Winnington Park CC,@wpcc,UK,Cheshire,Cheshire County Cricket League… Cheshire Cricket League,947,5/13/2022,,,,,,,
Shipton-under-Wychwood CC,@SUWCC,UK,Oxfordshire,Cherwell League,1866,5/13/2022,,,OX7 6DG,,,,
Knox Gardens CC,@knoxgardenscc,Australia,,,1628,5/13/2022,,,,,,,
Fleckney Village CC,@fvcc,UK,Leicestershire,L&RCL,1699,5/13/2022,,,LE8 8BT,,,,
Cublington CC,@CublingtonCC,UK,Buckinghamshire,FCCL,964,5/13/2022,,,LU7 0LR,,,,
Lindum CC,@LindumCC,UK,Lincolnshire,Lincolnshire County Board Premier League... Lincs County League... EMWCL... Lincoln & District League,1616,5/13/2022,,,LN2 4PE,,,,
Calero Kelburne CC,@AllAboutKCC,UK,,,885,5/15/2022,,,,,,,
Clydesdale CC,@DaleCricket,UK,Scotland,,1277,5/15/2022,,,,,,,
Western Warriors,@Warrior_Cricket,UK,Scotland,Pro Series,1060,5/15/2022,,,,,,,
Cally Highlanders,@CalyHighlanders,UK,Scotland,Pro Series,949,5/15/2022,,,,,,,
Prestwick CC,@Pwick_Cricket,UK,Scotland,,880,5/15/2022,,,,,,,
Stoke D'Abernon CC,@StokeDabernonCC,UK,Surrey,,722,5/15/2022,,,,,,,
Spencer CC,@SpencerCricket,UK,London / Surrey,Surrey Championship,1622,5/15/2022,,,,,,,
Wimbledon CC,@wimbledoncrick,UK,London,,1519,5/15/2022,,,,,,,
East Molesey CC,@EastMoleseyCC,UK,Surrey,Surrey Championship,1652,5/15/2022,,,,,,,
Chertsey CC,@ChertseyCC,UK,Surrey,,1095,5/15/2022,,,,,,,
Esher CC,@eshercc,UK,Surrey,,1636,5/15/2022,,,,,,,
Worcester Park CC,@WorcesterParkCC,UK,Surrey,Surrey Championship,1259,5/15/2022,,,,,,,
Normandy CC,@normandy_cc,UK,Surrey,Surrey Premiership,681,5/15/2022,,,,,,,
